Diabetes Prevalence,Without Health Insurance (BRFSS),Annual Checkup,Poor Mental Health,Obesity Prevalence,Education < 9th,Education 9-12 No Diploma,High School Diploma,Associate Degree,Aged 65 and Over,Unemployed,In Poverty,Households with No Vehicle,Rural,Broadband Internet Subscription,Broadband Internet Structural Availability
9.1,12.1,75.8,15.2,34.2,3.0,5.3,25.2,10.8,25.7,2.2,10.4,3.6,0,86.9,100.0
15.0,17.0,79.5,17.5,43.5,5.1,11.1,35.7,9.9,20.4,4.3,20.8,10.3,0,74.4,100.0
13.0,15.5,79.7,16.5,39.0,4.4,7.9,28.5,13.9,10.4,3.9,17.9,4.7,0,85.4,100.0
12.9,18.5,76.8,17.4,39.7,1.2,20.1,34.9,10.7,20.6,3.0,24.2,1.6,1,68.8,100.0
9.2,11.8,76.9,15.2,34.9,3.1,5.8,27.1,10.3,15.8,3.1,9.8,3.2,0,90.4,100.0
10.5,12.7,75.3,17.1,36.5,3.8,7.0,29.2,12.0,19.9,3.7,19.2,4.4,0,75.6,100.0
10.6,14.1,76.5,16.0,41.0,4.5,6.8,27.7,13.3,13.3,2.8,12.5,4.6,0,82.1,100.0
13.1,16.5,77.4,18.0,39.9,5.5,11.1,36.0,9.6,23.0,3.3,20.8,7.5,0,69.4,100.0
11.6,16.6,77.0,16.6,38.9,6.0,8.4,26.6,13.5,16.4,3.2,15.1,4.0,0,75.9,100.0
14.2,18.1,77.9,18.5,40.1,6.3,12.7,34.3,12.4,19.8,5.2,23.3,9.2,0,77.5,100.0
9.1,12.5,76.1,15.9,34.2,3.3,7.8,30.4,11.5,18.0,2.8,10.7,3.3,0,87.0,100.0
9.8,13.6,74.9,16.6,36.9,4.4,6.7,32.1,9.2,28.3,2.2,16.3,6.6,0,77.5,100.0
9.3,11.9,75.4,16.5,35.5,3.5,6.9,31.2,7.3,22.3,1.5,13.8,4.1,0,74.7,100.0
13.5,16.4,78.9,18.2,40.7,6.4,11.1,34.6,12.4,23.3,5.9,19.8,8.4,0,75.8,100.0
9.9,14.0,75.5,16.8,34.8,4.7,9.9,32.7,12.5,20.4,3.5,13.8,6.0,0,80.0,100.0
10.6,11.6,76.7,14.0,33.3,4.7,4.5,16.5,8.2,11.3,3.3,10.6,5.6,0,91.4,100.0
9.5,12.9,75.9,16.6,34.3,4.1,7.6,30.8,10.4,24.6,3.5,13.0,7.1,0,77.0,100.0
11.5,17.3,77.0,17.1,37.5,6.0,11.8,33.7,11.5,20.3,1.7,15.6,4.7,0,72.7,100.0
8.8,10.6,77.4,14.7,32.2,3.1,4.6,20.0,12.1,23.7,2.3,9.7,4.6,0,86.3,100.0
12.2,14.6,79.2,16.5,40.3,4.3,8.3,32.9,12.0,18.2,4.2,14.7,6.6,0,82.0,100.0
9.3,10.5,77.0,15.7,31.0,2.1,4.1,19.2,10.9,17.9,3.2,13.6,6.5,0,89.7,100.0
14.8,16.9,79.3,17.9,45.0,6.7,12.3,34.0,9.9,26.3,3.7,20.8,8.7,0,58.6,100.0
11.1,13.9,77.0,16.4,37.1,2.6,5.6,29.6,10.9,9.3,3.1,13.3,3.8,0,90.4,100.0
8.7,9.3,76.7,13.6,27.9,2.7,3.6,12.9,7.2,14.4,2.7,12.6,4.2,0,91.2,100.0
10.7,13.2,76.6,16.3,38.0,3.0,7.4,30.8,9.8,29.8,2.5,14.3,5.4,0,80.3,100.0
11.0,12.9,78.0,15.7,37.4,3.7,7.1,29.1,10.4,17.1,3.0,13.1,6.8,0,84.8,100.0
9.8,12.7,77.5,15.9,34.4,3.1,7.5,26.4,11.1,17.7,4.2,12.5,3.6,0,84.0,100.0
10.6,13.3,77.2,16.7,37.6,4.4,9.3,29.0,8.7,27.5,2.6,13.1,4.1,0,79.5,100.0
11.4,14.0,77.1,17.0,39.2,3.3,8.9,34.3,11.7,19.9,3.2,18.3,5.4,0,82.6,100.0
11.8,12.9,79.2,16.5,40.8,3.4,6.7,24.4,12.5,13.4,4.6,20.7,8.4,0,84.4,100.0
8.7,11.1,76.3,15.3,31.7,2.7,4.6,25.6,10.7,30.5,2.0,9.5,4.2,0,81.1,100.0
10.7,16.0,76.8,17.3,38.1,5.5,10.6,34.9,10.2,17.7,2.8,15.1,4.0,0,83.0,100.0
13.7,17.0,78.2,18.4,40.2,6.8,10.6,31.5,10.8,17.6,5.1,25.0,10.1,0,77.0,100.0
16.0,19.1,81.0,19.3,44.6,7.1,15.0,33.3,10.2,15.2,3.4,27.3,8.7,0,66.5,100.0
11.3,15.3,76.7,17.7,39.7,5.3,11.0,33.9,10.7,20.4,3.8,18.2,6.7,0,74.9,100.0
11.2,14.8,77.2,16.7,38.9,4.4,8.8,32.9,11.0,17.4,4.2,16.8,6.5,0,85.3,100.0
10.8,14.5,75.8,17.7,37.4,4.5,10.0,32.2,11.3,21.5,3.2,18.2,6.1,0,77.2,100.0
13.7,19.3,78.4,17.7,40.2,7.6,10.6,35.1,11.0,17.9,3.9,21.4,5.0,0,74.4,100.0
15.2,17.7,78.7,19.1,44.6,4.6,14.0,33.6,9.5,17.8,5.9,26.1,11.0,0,74.3,100.0
10.2,13.5,76.6,16.8,35.0,4.5,9.5,32.7,12.3,19.0,2.8,13.3,5.1,0,85.4,100.0
10.1,13.9,76.3,17.3,36.0,4.4,9.3,40.5,9.9,20.9,3.0,14.8,2.7,0,78.5,100.0
10.7,16.2,75.6,17.7,37.9,7.8,11.2,28.7,11.5,20.4,2.6,16.6,5.5,0,74.1,100.0
12.1,15.2,76.1,18.7,38.5,5.5,9.4,32.2,10.0,18.8,4.2,18.7,7.8,1,71.8,99.97
8.9,10.8,76.3,15.7,34.5,2.2,5.8,24.2,9.6,30.1,2.6,13.1,4.2,0,85.8,100.0
13.2,18.3,77.0,17.0,39.8,4.0,19.8,38.6,5.8,22.6,1.6,16.7,6.9,1,72.5,100.0
9.1,11.6,77.8,14.5,31.4,4.1,5.8,23.2,9.1,12.6,3.1,7.2,2.7,0,92.4,100.0
14.2,17.0,79.7,17.8,43.2,4.7,10.8,35.6,8.7,18.4,3.8,19.4,8.8,0,79.3,100.0
8.8,9.9,75.8,12.4,31.6,2.8,3.5,14.5,8.0,11.8,3.0,8.5,3.9,0,93.7,100.0
14.7,16.9,79.4,17.9,43.5,4.5,9.8,39.2,9.4,25.6,4.5,19.4,9.7,0,71.8,100.0
14.2,17.1,79.2,18.3,43.3,8.2,8.3,35.8,10.5,25.1,4.3,24.2,17.2,0,66.4,100.0
9.8,11.0,76.5,16.6,32.8,3.0,4.0,21.1,8.7,16.2,5.3,23.2,4.2,0,87.0,100.0
12.4,15.9,78.5,16.9,39.2,6.3,7.9,29.8,12.4,16.4,2.6,18.6,7.5,0,85.4,100.0
10.3,15.3,76.7,17.7,36.6,6.4,12.4,32.2,10.7,21.6,3.2,17.3,4.5,0,81.8,100.0
13.4,17.7,77.3,17.6,38.6,6.9,10.9,32.9,9.6,18.3,4.8,18.9,9.2,0,78.1,100.0
10.3,15.4,75.8,17.4,36.9,5.7,8.6,35.5,12.2,19.7,2.8,15.4,5.1,0,78.1,100.0
9.7,13.4,75.4,17.3,35.5,3.6,8.4,35.3,10.4,25.9,4.2,14.7,4.1,0,77.0,100.0
9.2,8.8,69.2,14.4,40.3,2.4,4.9,37.4,11.7,26.6,0.5,14.2,5.6,1,81.1,100.0
8.4,7.3,70.8,13.7,43.0,2.1,3.0,30.9,13.5,22.1,2.2,10.6,4.7,0,83.7,100.0
14.1,11.9,70.5,17.7,45.5,3.2,10.2,29.4,17.6,13.4,1.7,30.2,9.1,1,68.8,100.0
8.1,7.5,69.9,12.7,36.1,1.5,4.3,37.8,16.0,24.1,1.5,9.6,3.9,1,78.0,100.0
8.3,7.4,71.8,13.3,42.3,1.7,5.0,28.6,15.6,23.1,2.5,8.7,3.2,1,85.5,100.0
8.4,8.9,69.1,13.8,37.8,1.7,8.0,35.3,16.1,21.9,2.7,9.3,1.3,1,88.1,100.0
7.9,7.6,70.1,13.3,37.6,1.5,4.5,29.8,14.6,19.5,1.6,5.5,0.4,1,84.4,100.0
7.9,6.6,70.3,12.6,30.3,2.2,2.9,23.1,15.7,16.2,1.9,7.8,5.7,0,86.3,100.0
8.1,6.8,72.2,12.1,35.3,1.9,2.9,18.8,13.8,12.2,2.3,10.4,5.9,0,87.7,100.0
8.7,7.8,69.0,13.7,39.8,2.7,2.8,27.2,16.2,27.3,1.1,13.8,4.8,1,81.5,100.0
8.4,8.1,69.8,13.7,38.7,4.2,3.6,28.2,18.8,20.3,2.1,5.7,2.7,1,78.0,100.0
8.8,8.1,70.9,13.9,39.7,3.7,3.6,25.0,18.6,24.7,2.2,5.6,5.2,1,71.9,100.0
9.1,8.9,69.4,13.4,40.0,5.7,5.1,34.6,12.8,17.8,1.4,7.3,1.2,1,83.3,100.0
9.8,9.6,70.0,14.8,40.5,5.3,5.1,31.4,10.7,26.8,1.0,13.7,8.5,1,78.8,100.0
8.7,8.6,67.3,14.3,35.0,6.4,4.9,36.6,10.9,28.7,0.8,8.1,2.3,1,70.3,100.0
8.2,7.6,69.5,13.7,36.6,2.7,5.0,27.8,20.6,22.6,0.1,7.2,4.1,1,84.3,100.0
8.2,7.7,70.1,13.7,38.9,1.6,4.3,27.4,17.8,23.1,2.1,5.9,4.9,1,80.3,100.0
9.3,7.4,71.7,13.8,38.0,1.7,2.9,21.5,14.1,12.7,2.6,15.4,5.6,0,83.0,100.0
8.7,8.1,67.9,14.1,39.4,4.4,2.3,34.2,15.2,29.8,1.3,11.8,1.2,1,76.8,100.0
7.6,6.9,69.1,12.9,38.7,5.4,2.2,29.5,10.4,30.2,1.2,4.8,3.9,1,82.8,100.0
8.6,8.3,69.8,14.7,41.7,5.2,6.1,33.7,11.8,23.7,2.1,10.1,1.0,1,79.8,100.0
9.3,9.6,68.7,14.7,38.4,4.4,6.5,34.6,12.1,23.2,0.5,10.3,0.7,1,73.1,100.0
8.4,8.5,69.2,14.1,38.2,7.2,4.5,29.5,9.5,26.2,1.0,14.5,2.8,1,81.9,100.0
8.9,8.4,69.6,14.2,38.6,7.6,2.5,30.2,17.3,27.7,0.6,7.4,1.3,1,79.0,100.0
8.3,7.9,69.1,13.7,40.3,2.6,5.2,33.1,15.3,20.6,2.7,9.1,4.1,0,79.8,100.0
9.2,9.8,68.8,14.6,39.0,10.8,4.6,34.6,15.9,30.7,0.4,10.2,6.4,1,74.9,100.0
9.9,9.3,66.2,14.3,36.8,1.4,5.3,32.1,13.2,8.7,1.5,13.0,2.6,1,88.2,100.0
8.6,7.8,70.9,13.3,41.1,3.4,4.3,32.1,16.5,23.4,1.0,7.7,3.2,1,81.3,100.0
8.9,8.4,70.5,13.7,40.0,4.3,5.4,26.4,19.2,20.0,1.8,9.6,2.4,0,84.5,100.0
8.4,7.7,72.7,13.7,39.9,2.9,5.1,27.2,14.0,16.4,1.8,7.7,3.0,0,87.8,100.0
10.8,10.5,68.2,15.0,45.1,3.3,7.2,32.5,13.9,11.2,2.4,12.9,5.1,1,77.9,100.0
8.5,8.2,69.3,13.3,42.2,2.4,4.3,29.8,14.7,25.9,0.6,10.4,2.7,1,72.9,100.0
8.5,7.9,70.5,13.9,36.5,2.5,3.8,28.6,13.1,24.0,2.1,11.8,2.3,1,79.3,100.0
8.5,8.5,69.9,13.6,38.3,4.2,5.2,31.2,14.2,23.6,2.4,7.3,2.0,1,77.0,100.0
8.6,7.7,68.3,13.7,36.7,3.4,3.5,30.0,12.7,23.4,0.5,11.2,4.6,0,82.4,100.0
9.0,8.7,70.1,14.2,37.1,1.5,7.4,27.2,18.5,20.4,0.5,14.7,7.9,0,81.1,100.0
8.5,8.3,70.3,13.8,37.6,1.9,5.5,37.9,12.6,20.7,1.7,11.2,4.6,1,78.1,100.0
8.0,7.5,69.4,13.2,36.7,4.1,2.4,31.7,12.5,17.6,1.3,5.1,3.5,1,89.8,100.0
8.8,8.0,70.2,13.6,39.6,2.9,4.6,25.4,21.0,17.9,2.0,10.7,6.9,0,84.3,100.0
16.0,11.9,71.5,18.8,46.9,3.4,10.1,26.0,16.6,11.5,4.3,26.9,8.7,1,75.5,100.0
7.9,7.7,69.3,13.0,38.1,1.5,4.6,34.3,16.3,22.3,0.9,5.7,2.6,1,86.3,100.0
8.2,8.6,68.8,14.1,36.1,6.0,6.6,40.1,11.0,32.0,0.3,4.3,3.7,1,71.8,100.0
18.9,15.1,69.8,20.5,48.6,3.2,12.1,34.7,13.4,8.0,9.2,38.5,11.7,1,70.7,100.0
8.2,8.2,68.8,13.1,38.0,2.1,6.9,29.8,20.7,25.5,3.0,4.5,0.9,1,79.0,100.0
8.7,8.4,70.0,13.8,40.0,2.9,4.9,32.0,11.8,13.0,1.8,10.9,5.0,0,84.1,100.0
8.1,6.7,70.2,13.3,38.4,0.8,3.0,24.2,12.3,23.8,1.3,12.1,1.0,1,74.9,100.0
8.6,8.4,67.5,13.6,41.9,3.4,5.0,36.0,9.4,19.1,3.0,12.5,5.2,0,79.2,100.0
9.9,10.1,70.4,15.3,38.2,4.4,7.6,31.0,17.0,24.3,2.0,14.8,5.2,1,76.1,100.0
7.8,7.2,70.4,13.3,37.2,2.8,2.9,25.1,15.2,19.3,1.4,6.0,3.8,0,77.5,100.0
9.6,11.0,69.3,14.4,36.3,7.0,5.9,34.0,14.0,20.9,1.5,9.7,5.0,0,76.0,100.0
8.8,8.1,74.6,13.0,38.0,2.8,3.4,30.0,11.9,12.6,2.9,9.7,5.0,0,87.7,100.0
8.0,7.9,67.8,14.1,36.5,3.6,5.0,38.2,9.4,25.1,0.9,8.8,5.3,1,81.1,100.0
8.6,8.8,68.9,13.2,38.1,1.8,6.9,29.6,13.2,9.2,2.3,7.1,4.7,0,81.1,100.0
9.3,9.5,72.3,13.5,37.6,2.9,5.5,27.2,12.3,17.7,1.6,13.1,6.1,0,84.6,100.0
8.5,9.0,68.4,13.9,36.4,2.1,5.6,35.7,15.8,23.3,1.9,10.8,3.3,1,78.6,100.0
9.1,8.4,69.1,14.2,38.9,0.6,3.8,24.1,16.6,25.8,0.3,11.2,0.0,1,79.4,100.0
8.0,8.0,69.9,13.2,37.3,5.8,1.5,17.9,15.1,31.7,1.0,3.0,1.3,1,72.8,100.0
8.3,8.2,68.5,14.0,37.2,0.0,8.0,36.3,14.2,34.4,1.0,8.7,0.6,1,90.6,100.0
8.2,8.3,70.1,13.7,42.1,1.8,3.4,40.2,14.1,22.3,0.6,6.3,3.7,1,80.9,100.0
9.5,11.0,68.1,14.6,43.0,3.9,5.6,32.2,9.5,18.5,2.5,12.4,5.3,0,89.2,100.0
9.0,8.8,68.7,14.2,37.1,1.3,3.6,43.5,13.2,32.0,0.9,10.6,1.6,1,79.3,100.0
8.8,9.2,67.3,13.8,39.7,1.1,5.2,36.9,12.8,28.1,0.4,7.2,2.3,1,85.5,100.0
8.9,8.7,70.9,13.0,39.8,3.0,4.7,24.7,9.4,14.8,1.9,12.1,4.4,0,87.9,100.0
8.6,9.0,70.8,13.9,40.0,2.0,6.9,36.2,10.9,23.9,2.4,13.5,4.7,1,76.7,100.0
8.5,8.8,69.2,13.4,40.5,2.1,4.1,36.9,13.9,20.3,0.8,8.2,2.7,0,84.7,100.0
8.4,7.6,71.4,13.0,39.1,1.7,4.0,28.6,13.1,17.5,1.9,5.8,2.7,0,86.6,100.0
7.9,7.8,67.3,12.7,37.7,2.2,3.6,37.3,14.4,21.3,1.5,5.8,3.5,1,80.2,100.0
9.1,10.8,67.6,13.5,36.4,5.4,6.7,26.2,8.6,24.1,1.9,8.1,2.8,1,83.8,100.0
9.1,8.8,70.4,13.7,37.7,0.7,2.0,32.1,14.4,20.6,0.1,7.8,6.7,0,82.4,100.0
9.1,9.3,67.9,14.3,39.1,1.5,4.8,33.5,13.6,19.8,1.8,11.6,5.0,0,85.7,100.0
8.9,9.4,69.6,13.6,42.0,3.0,4.0,35.5,15.8,20.1,2.0,8.9,1.9,1,83.6,100.0
11.1,18.5,69.7,12.6,42.6,16.3,10.2,29.9,10.0,12.9,0.7,9.6,1.1,0,85.5,100.0
8.4,9.9,69.7,13.3,38.7,5.3,5.3,34.3,11.7,21.3,2.1,5.8,3.6,0,75.1,100.0
9.2,8.7,69.3,13.7,37.7,1.9,3.6,32.4,12.5,21.8,1.3,12.0,5.1,0,80.6,100.0
11.0,16.8,72.8,12.8,40.4,12.6,9.5,33.5,9.4,13.6,1.5,11.8,8.8,0,80.1,100.0
8.9,7.6,69.6,13.4,40.3,1.0,4.1,20.7,10.2,18.0,1.4,13.9,4.6,0,86.7,100.0
10.2,15.9,67.7,13.2,43.4,14.1,8.1,30.9,9.1,16.3,2.4,12.2,5.9,0,82.9,100.0
9.2,9.9,69.4,14.2,39.8,5.0,4.6,29.5,13.1,22.1,2.6,8.1,1.7,1,83.3,100.0
9.1,11.7,67.5,13.4,38.8,8.0,7.6,32.6,11.9,20.3,1.7,10.8,2.1,0,79.4,100.0
9.1,11.0,69.2,14.3,43.5,4.8,5.9,36.2,10.9,18.9,3.1,11.0,6.0,0,83.8,100.0
8.9,9.5,73.0,13.6,35.2,4.3,4.5,20.8,8.1,13.1,2.9,10.7,6.4,0,89.2,100.0
9.2,9.5,68.1,13.9,40.3,2.1,7.4,22.7,11.6,19.1,0.7,13.7,3.4,1,76.5,100.0
7.9,8.1,68.9,13.3,37.7,2.1,3.5,35.7,14.4,22.8,0.7,7.1,2.4,1,79.6,100.0
9.6,9.8,69.4,15.4,43.8,2.1,5.6,36.5,14.6,26.8,0.6,18.1,3.8,0,76.2,100.0
8.1,7.8,70.4,13.3,38.0,2.3,3.5,27.9,15.2,24.9,3.1,8.9,3.1,1,73.0,100.0
8.3,9.0,69.4,13.9,41.2,3.2,6.4,31.2,12.3,24.6,0.8,9.1,4.2,1,75.1,100.0
9.2,9.2,72.1,13.9,41.3,3.1,6.0,36.8,13.0,20.7,1.4,13.8,6.9,0,82.3,100.0
9.3,9.4,69.5,14.0,42.2,1.8,4.4,32.2,11.4,30.7,1.7,6.9,2.5,1,76.2,100.0
7.7,6.9,68.0,13.1,35.3,0.7,2.6,25.1,12.4,26.2,0.0,10.8,2.5,1,74.9,100.0
8.0,7.9,69.8,13.0,39.6,0.3,5.7,25.8,14.3,27.6,1.1,5.0,2.2,0,81.8,100.0
8.8,8.0,68.9,13.9,38.8,1.7,5.4,29.3,7.5,19.5,0.2,15.8,0.7,1,77.4,100.0
8.6,8.9,69.9,13.9,36.3,4.7,3.6,36.0,14.2,25.4,1.1,13.5,2.2,1,74.3,100.0
9.9,14.1,68.5,13.7,41.0,7.8,7.3,31.2,8.3,14.9,2.2,11.9,4.8,0,85.8,100.0
7.5,6.9,69.6,12.5,40.8,0.8,2.5,27.6,14.0,19.8,3.1,2.6,2.3,0,89.7,100.0
7.8,7.9,67.4,13.4,36.1,2.3,4.8,27.2,18.4,24.4,1.4,7.3,2.0,1,81.7,100.0
9.4,9.5,69.0,14.0,37.5,1.1,5.5,30.1,17.1,21.4,0.3,13.0,2.5,1,83.3,100.0
8.9,8.6,69.6,13.8,43.6,0.8,4.2,30.9,11.8,25.2,1.2,10.5,3.8,1,74.3,100.0
8.7,8.6,68.7,13.2,38.9,2.6,3.8,30.2,14.4,21.5,0.8,8.6,3.7,0,78.8,100.0
7.7,7.6,68.8,13.5,35.5,3.6,3.6,38.3,8.9,25.9,1.0,8.6,5.3,1,72.7,100.0
8.2,8.2,70.6,13.6,37.4,2.1,2.6,39.9,11.4,21.1,3.8,6.4,3.8,0,79.2,100.0
8.5,9.3,69.8,14.6,40.7,3.2,5.1,38.6,14.2,23.7,1.0,10.7,5.9,0,75.8,100.0
9.1,11.2,68.0,12.9,39.3,3.8,7.7,45.1,7.9,17.8,1.0,6.7,5.8,0,81.8,100.0
8.5,8.4,67.3,13.3,36.1,3.5,1.7,29.0,12.5,19.3,1.2,9.2,3.5,0,86.0,100.0
9.0,9.6,67.5,13.9,34.3,5.0,5.4,28.8,11.7,27.6,1.6,13.0,7.8,0,82.6,100.0
9.6,9.3,69.2,14.8,39.7,2.6,2.1,30.3,12.6,21.8,0.0,6.1,0.6,1,82.1,100.0
10.1,12.0,68.2,14.8,41.3,3.6,8.5,38.3,11.0,24.1,2.8,11.9,4.9,1,80.3,100.0
9.4,9.1,70.8,14.3,39.7,2.4,5.2,35.7,15.1,24.4,2.7,10.2,4.1,0,81.6,100.0
8.6,7.6,71.8,13.6,33.9,2.8,3.8,21.0,11.5,14.0,2.3,12.0,5.1,0,90.6,100.0
9.3,9.1,69.1,14.2,39.5,2.1,4.0,30.3,14.2,19.3,2.3,11.0,5.1,0,86.0,100.0
8.4,8.3,69.4,13.4,38.1,1.6,2.5,24.6,17.3,19.2,0.6,8.6,0.0,1,84.4,100.0
8.7,7.8,69.2,13.9,38.5,0.4,1.3,37.9,15.7,24.1,0.0,6.2,1.9,1,67.4,100.0
9.2,10.3,70.3,13.6,36.7,4.4,3.5,31.4,15.3,15.6,2.1,12.0,5.4,0,83.4,100.0
8.7,8.1,69.2,14.3,40.7,1.3,5.6,28.7,24.1,28.6,0.0,8.0,1.0,1,78.6,100.0
8.8,9.0,68.8,14.0,44.1,2.8,4.0,37.5,11.9,21.1,0.8,11.1,3.4,0,82.1,100.0
9.0,11.1,68.2,13.8,39.3,2.9,6.5,34.3,10.7,20.1,3.5,7.5,4.2,1,77.3,100.0
9.2,8.7,70.5,14.1,39.8,2.6,4.4,33.5,15.2,20.6,2.7,12.9,1.8,1,80.5,100.0
8.7,8.7,68.5,14.2,42.1,3.0,6.1,28.8,9.7,20.0,3.4,13.7,3.4,0,79.4,100.0
8.4,8.8,71.1,13.7,37.9,1.5,6.3,32.6,12.9,26.7,1.3,6.2,4.5,1,76.9,100.0
8.4,8.9,71.1,13.4,38.8,2.5,4.5,33.4,11.4,19.6,2.2,12.2,4.1,0,86.6,100.0
9.5,10.6,68.6,15.2,37.5,7.8,7.0,39.4,10.0,27.9,1.8,16.8,8.4,1,71.8,100.0
8.1,8.7,66.4,13.8,41.6,5.0,5.5,24.0,8.9,23.5,0.7,7.9,4.5,1,85.0,100.0
8.5,8.9,71.1,13.7,41.6,1.7,6.3,28.3,11.3,20.4,0.5,12.2,2.9,0,81.8,100.0
8.1,7.8,70.3,13.4,35.5,2.9,2.7,34.0,18.7,19.1,2.0,9.4,4.1,0,84.5,100.0
9.0,11.2,73.0,13.0,36.0,5.1,6.3,29.5,12.9,17.5,1.4,7.2,6.0,0,83.4,100.0
8.1,9.1,68.7,13.3,37.6,2.1,6.6,36.4,15.9,22.1,1.8,6.8,2.8,0,85.3,100.0
8.2,8.3,72.5,13.4,37.3,2.0,5.3,31.5,11.2,20.1,3.1,11.4,6.2,0,81.1,100.0
9.4,9.1,69.8,14.2,43.0,1.5,4.9,39.7,11.4,23.9,2.4,11.1,6.1,0,79.0,100.0
8.4,7.6,69.9,13.3,38.5,1.7,2.4,30.7,11.9,24.5,0.8,9.9,4.5,1,77.3,100.0
10.1,14.1,70.9,13.7,44.0,14.5,5.3,27.8,12.7,14.3,1.8,12.8,1.4,0,81.0,100.0
8.1,7.2,72.0,12.4,36.9,1.8,2.7,20.8,10.7,11.8,2.0,5.6,3.0,0,93.4,100.0
7.6,7.2,70.7,12.8,35.1,1.8,3.5,30.4,14.0,18.1,1.7,6.6,3.5,0,87.2,100.0
10.0,12.2,68.7,13.8,40.1,4.9,5.8,28.4,10.0,19.0,2.2,12.0,5.5,0,81.4,100.0
8.0,7.4,67.9,12.9,36.2,1.9,3.7,28.5,14.7,17.2,1.8,7.1,4.5,0,86.8,100.0
9.7,10.3,68.3,14.5,44.1,2.9,7.2,32.9,10.4,25.6,1.0,12.9,5.4,1,80.3,100.0
8.5,8.6,69.3,13.8,41.1,3.1,5.3,35.1,9.8,27.0,2.2,9.2,4.1,1,77.7,100.0
9.5,9.0,68.7,14.4,38.3,1.3,3.9,25.4,11.0,22.1,2.0,10.2,6.1,1,71.0,100.0
8.3,8.6,69.8,13.3,42.0,2.8,2.4,31.0,19.7,18.2,0.7,6.5,2.8,0,82.8,100.0
8.6,8.6,69.7,14.2,38.5,2.2,4.3,33.1,13.5,25.2,1.7,9.2,3.7,1,82.2,100.0
8.1,7.7,69.3,13.1,37.2,3.1,4.5,23.8,15.7,29.5,0.0,7.3,2.5,1,88.7,100.0
13.6,11.3,73.4,16.4,49.2,3.0,6.4,34.6,13.0,11.7,7.5,20.5,7.5,0,73.0,100.0
8.3,8.3,70.1,13.6,35.6,2.6,3.5,30.2,12.6,25.0,0.3,9.1,3.5,1,76.2,100.0
7.8,6.9,71.3,12.8,34.5,1.5,2.9,27.2,12.2,18.1,1.6,7.4,3.0,0,88.4,100.0
8.8,8.1,67.9,13.2,38.5,0.8,3.0,28.9,14.4,16.1,1.9,12.8,4.1,0,89.0,100.0
9.1,9.1,67.5,14.0,42.5,1.4,4.3,32.6,16.8,22.6,1.7,8.6,3.5,0,85.7,100.0
9.0,8.2,68.7,14.1,37.8,1.3,3.7,26.0,12.8,31.4,0.0,12.5,1.8,1,71.2,100.0
8.2,7.7,67.5,12.9,42.0,1.4,4.3,29.0,15.5,19.9,2.4,8.2,2.6,0,90.2,100.0
7.4,7.7,68.3,15.8,30.4,1.5,4.9,29.3,12.2,22.1,2.3,8.0,3.9,0,87.2,100.0
7.3,7.4,68.5,15.1,29.0,1.4,3.6,27.7,11.2,28.5,3.5,7.8,3.5,0,89.9,100.0
7.5,8.3,63.0,15.9,31.7,2.1,4.2,31.8,10.3,20.1,2.3,9.8,5.1,0,87.1,100.0
8.5,10.2,69.9,17.2,35.9,3.6,7.2,39.2,11.2,23.8,2.5,10.9,7.8,0,83.6,100.0
7.1,7.7,67.4,14.8,28.9,2.1,4.9,25.7,8.4,20.8,1.8,9.4,6.7,0,85.2,100.0
7.4,8.0,71.1,14.6,33.4,2.7,4.4,25.6,9.9,15.8,2.8,7.2,5.2,0,91.2,100.0
7.2,7.8,70.6,15.1,31.1,2.4,4.4,29.1,10.9,18.4,2.4,7.0,5.3,0,89.1,100.0
6.9,6.8,72.4,14.7,28.5,1.3,3.2,25.2,10.0,18.1,2.5,4.9,2.8,0,93.5,100.0
8.9,7.7,72.1,15.7,32.5,2.1,4.0,26.7,11.6,15.2,2.6,9.2,5.6,0,89.3,100.0
8.0,9.4,67.8,16.8,32.6,2.9,6.4,37.5,9.1,21.6,1.7,12.5,5.3,0,84.0,100.0
10.2,13.4,75.2,16.2,35.2,4.8,7.4,32.4,7.4,18.2,5.4,14.0,13.0,0,87.7,100.0
7.8,10.8,73.1,12.9,25.2,3.9,3.2,21.4,6.3,17.2,3.5,6.6,8.0,0,92.2,100.0
8.2,9.4,74.6,14.3,32.2,2.0,4.0,26.9,8.2,17.0,3.4,6.2,4.5,0,92.2,100.0
9.9,12.2,74.3,16.0,30.8,4.4,6.5,29.1,7.9,15.6,4.7,12.3,10.5,0,87.9,100.0
8.5,10.1,74.6,15.6,32.3,2.3,3.7,31.3,7.7,26.8,3.9,9.3,6.6,0,88.3,100.0
12.0,19.1,73.5,17.0,38.8,7.6,11.7,39.1,6.9,15.2,4.5,15.7,10.2,0,84.9,100.0
11.2,15.2,76.2,14.1,32.0,6.9,6.4,28.0,6.1,13.6,5.7,15.3,22.1,0,84.0,100.0
8.3,9.2,73.6,15.5,31.1,2.2,4.2,31.3,9.4,15.9,3.7,7.2,5.0,0,90.7,100.0
11.2,15.8,72.6,13.4,25.0,7.8,5.4,23.8,4.7,11.9,4.0,14.4,32.4,0,89.4,100.0
6.9,7.6,73.9,13.4,28.2,2.0,2.3,20.0,6.8,18.8,2.8,3.7,2.9,0,92.9,100.0
9.4,11.9,71.4,14.1,23.6,4.5,5.9,25.3,6.2,15.3,4.0,11.4,11.2,0,86.6,100.0
