Diabetes Prevalence,Without Health Insurance (BRFSS),Annual Checkup,Poor Mental Health,Obesity Prevalence,Education < 9th,Education 9-12 No Diploma,High School Diploma,Associate Degree,Aged 65 and Over,Unemployed,In Poverty,Households with No Vehicle,Rural,Broadband Internet Subscription,Broadband Internet Structural Availability
10.1,12.2,71.8,15.6,36.4,2.3,7.0,33.0,9.2,20.9,0.6,12.4,7.7,0,83.3,100.0
9.8,11.1,71.9,16.3,37.3,2.9,6.2,34.4,12.0,23.4,2.3,14.2,3.7,0,85.7,100.0
8.7,9.0,74.2,14.9,36.7,0.9,3.4,29.3,9.1,14.2,1.4,8.2,2.1,0,90.3,100.0
9.8,10.5,73.1,15.4,39.4,2.7,4.5,27.1,9.4,19.8,1.9,11.4,2.5,0,81.6,100.0
10.6,11.8,71.5,16.7,39.2,1.3,3.3,27.6,15.5,26.6,0.4,12.2,5.2,1,84.1,100.0
11.0,12.3,74.5,16.2,41.9,2.5,6.2,30.1,11.6,19.8,2.6,11.7,4.4,0,83.1,100.0
9.7,10.0,72.5,16.2,38.5,1.7,3.1,31.4,15.3,26.5,0.6,11.6,6.2,1,71.2,100.0
9.7,11.9,72.2,16.3,39.0,1.8,5.4,31.1,8.3,19.0,3.1,10.7,3.9,0,80.2,100.0
10.4,10.2,73.1,15.3,32.6,1.4,2.5,16.1,9.2,9.4,3.1,22.0,5.9,0,89.8,100.0
9.2,10.7,71.1,16.1,36.2,2.1,7.4,33.2,13.1,22.7,1.2,4.8,6.9,1,81.3,100.0
9.7,10.9,70.9,16.1,41.2,1.9,5.7,32.1,10.8,24.3,2.2,9.5,2.7,1,86.9,100.0
9.8,11.2,69.0,16.5,39.6,2.0,5.0,28.6,12.8,24.1,2.8,15.2,3.4,0,84.5,100.0
9.6,11.5,74.4,15.5,36.4,1.9,4.7,29.5,9.5,17.5,2.4,11.5,8.4,0,85.6,100.0
10.7,15.6,72.0,16.6,39.9,5.0,11.0,27.7,5.1,19.2,0.2,9.5,2.5,0,76.0,100.0
11.0,14.1,71.1,16.3,39.4,4.2,6.3,26.3,8.5,14.6,3.7,13.2,6.1,0,88.0,100.0
13.8,26.6,70.0,15.7,43.6,18.7,10.9,31.0,7.9,9.9,2.6,13.8,6.6,0,84.9,100.0
10.9,11.4,76.4,17.1,39.3,2.5,4.3,30.4,7.4,18.2,2.5,12.3,7.1,0,79.7,100.0
8.7,9.7,71.0,15.2,37.9,1.9,2.2,33.9,17.0,22.6,1.4,6.5,4.3,1,86.9,100.0
9.8,12.6,70.5,16.0,40.1,3.5,6.3,30.9,14.9,19.7,2.7,10.3,3.7,0,89.4,100.0
9.2,9.9,71.2,15.7,37.7,1.9,1.9,39.3,12.1,27.4,1.5,8.4,2.2,1,84.9,100.0
10.1,12.7,71.4,15.9,40.2,2.3,5.5,30.9,13.1,21.1,2.4,10.3,2.5,1,78.7,100.0
12.4,20.6,71.0,16.2,43.1,6.7,11.7,38.2,8.1,17.3,2.3,18.6,1.6,1,81.2,100.0
11.5,20.2,69.6,16.2,40.0,7.8,18.3,26.9,7.6,15.6,4.4,14.1,6.3,0,81.6,100.0
9.5,11.2,70.5,16.1,40.6,2.1,4.6,34.9,9.2,18.8,3.8,11.0,5.2,0,82.0,100.0
9.6,10.4,71.9,15.7,38.5,2.6,5.4,23.2,14.0,16.8,0.9,7.7,3.1,0,87.7,100.0
8.8,9.9,71.0,15.6,35.3,1.2,4.1,29.4,17.6,26.8,1.3,7.6,1.8,1,88.9,100.0
8.5,9.4,72.1,15.3,37.0,0.6,3.0,37.3,11.7,20.1,1.4,6.2,2.6,0,78.0,100.0
9.5,10.5,72.6,15.5,38.0,3.1,1.2,28.0,12.7,24.5,0.5,11.5,3.6,1,88.2,100.0
9.2,10.8,71.5,15.8,42.1,2.2,4.1,41.2,9.7,23.8,1.4,10.3,3.2,1,69.7,100.0
10.8,16.1,71.9,15.4,40.0,2.2,11.2,31.6,11.9,18.9,3.3,12.9,4.2,1,87.6,100.0
10.5,12.0,71.4,16.9,37.0,3.0,6.4,37.4,9.9,21.7,2.6,16.2,5.2,0,74.5,100.0
10.1,11.5,71.6,16.6,39.0,0.6,8.8,38.4,9.4,25.2,3.8,12.7,5.1,1,79.2,100.0
15.0,18.5,73.4,17.2,41.5,9.2,9.6,32.3,8.5,12.5,4.0,17.7,8.6,0,83.0,100.0
11.5,8.3,73.4,19.7,40.8,7.6,7.2,39.4,9.8,18.4,3.5,18.2,5.9,0,77.0,100.0
11.1,8.3,73.1,19.8,42.1,7.6,6.5,41.6,9.0,17.3,4.3,18.4,4.8,0,75.9,100.0
9.6,6.6,73.3,18.2,34.3,3.2,5.7,34.2,9.8,15.8,3.1,13.7,3.3,0,85.6,100.0
11.0,7.7,73.3,19.5,40.5,3.9,6.9,39.2,10.8,21.2,2.9,14.0,5.9,0,83.9,100.0
12.0,9.2,72.9,20.3,41.9,7.1,8.6,43.1,7.6,17.6,3.6,23.6,5.5,0,83.4,100.0
11.6,8.9,74.0,20.5,38.6,8.8,9.2,43.9,5.6,16.6,1.5,22.5,8.3,0,79.6,100.0
13.8,11.1,72.7,22.7,46.3,10.8,13.9,42.1,6.5,18.4,3.6,28.3,9.4,0,70.0,100.0
8.7,5.8,74.3,16.1,34.9,2.6,4.3,28.6,9.0,13.5,2.4,6.1,2.7,0,91.1,100.0
10.7,8.5,73.8,18.9,37.3,6.6,7.6,34.3,5.9,18.6,3.1,13.7,3.8,0,81.9,100.0
10.5,7.6,73.6,19.5,39.6,3.2,8.6,32.7,11.3,19.5,4.5,17.6,8.4,0,85.3,100.0
10.5,7.3,71.8,18.1,40.4,3.3,7.0,35.2,7.5,18.5,3.4,14.5,6.2,0,82.3,100.0
11.0,8.2,72.9,19.8,38.6,3.7,7.5,46.9,9.5,16.6,2.7,18.4,3.3,0,79.2,100.0
12.8,10.3,72.4,22.0,39.4,8.0,14.5,38.4,6.3,17.3,4.1,31.3,14.2,0,71.6,100.0
11.3,8.5,73.8,20.0,42.1,3.7,10.2,44.3,6.4,19.1,4.1,19.5,4.9,0,75.8,100.0
9.6,7.0,72.8,18.5,37.6,3.1,7.4,40.8,9.9,15.9,3.0,10.2,3.7,0,86.4,100.0
11.1,9.4,72.9,20.1,38.4,7.8,11.3,45.9,6.6,18.2,2.9,18.2,6.4,0,75.0,100.0
10.9,8.1,72.1,19.6,36.9,2.7,10.4,40.9,8.7,21.1,2.9,14.7,10.1,0,79.8,100.0
10.8,7.1,73.5,18.9,40.1,3.3,6.5,31.4,6.6,16.9,2.7,18.4,4.2,0,81.7,100.0
9.2,5.6,74.6,17.0,35.0,2.2,4.8,26.7,8.6,16.0,2.7,12.2,6.7,0,86.5,100.0
11.9,9.2,73.4,20.6,42.6,5.5,9.2,47.7,6.3,20.2,1.5,19.7,2.8,0,86.7,100.0
11.9,9.9,73.1,20.9,41.5,7.1,12.2,42.3,6.9,15.4,4.7,24.3,5.8,0,72.4,100.0
12.5,9.9,72.6,21.6,42.5,9.5,11.0,39.9,8.1,18.8,2.3,30.2,7.3,0,66.0,100.0
12.6,11.1,72.9,22.2,42.9,15.2,10.3,40.5,6.4,20.4,4.7,24.9,8.1,0,76.1,100.0
13.1,9.2,75.1,19.3,39.2,5.4,8.4,31.6,10.6,12.3,3.7,17.0,7.8,0,78.3,100.0
10.0,7.3,73.5,18.6,38.4,4.4,6.4,36.4,10.0,17.7,2.8,14.1,6.3,0,85.1,100.0
14.1,12.8,71.6,22.6,42.6,14.7,17.0,37.8,3.7,15.8,3.8,33.6,13.0,0,74.5,100.0
12.7,10.4,73.9,21.6,41.0,9.4,12.5,38.4,10.0,19.6,2.3,22.9,6.3,1,65.7,100.0
10.9,8.4,71.7,19.8,42.1,6.1,8.1,44.0,8.4,20.1,1.5,15.2,5.0,0,71.8,100.0
12.5,10.0,73.2,21.4,43.3,7.9,12.5,45.8,4.3,21.3,2.0,24.9,8.6,1,72.0,100.0
10.3,7.0,75.0,18.6,41.9,2.8,6.3,33.8,10.8,17.0,2.6,14.8,6.9,0,86.5,100.0
11.5,9.3,72.6,20.5,39.1,8.3,10.8,45.8,7.0,20.6,3.6,16.9,3.2,0,81.7,100.0
12.9,10.9,72.7,20.8,44.4,12.9,12.0,46.3,3.7,19.9,1.6,25.4,5.4,0,67.2,100.0
12.5,10.8,72.5,21.8,42.1,12.6,13.1,42.9,6.6,18.8,3.3,25.7,8.4,0,71.0,100.0
10.2,6.3,74.6,16.4,35.5,3.0,4.6,18.9,7.9,13.5,3.3,15.7,7.7,0,90.0,100.0
11.2,8.7,72.8,20.3,39.3,7.7,11.0,40.4,10.2,17.6,4.6,15.5,8.8,0,77.1,100.0
12.7,10.1,74.9,22.5,42.9,10.3,12.5,39.0,5.9,18.3,3.8,29.0,8.0,0,75.9,100.0
9.9,6.8,73.3,17.8,37.6,3.9,5.5,30.3,7.8,17.7,2.9,13.3,6.8,0,82.0,100.0
13.9,10.3,75.5,20.6,45.0,8.1,11.9,39.1,5.5,21.0,3.1,25.1,16.5,0,76.6,100.0
11.3,9.1,73.4,19.9,39.1,5.5,9.6,49.6,6.3,13.8,2.5,18.1,4.7,0,78.9,100.0
10.4,7.9,73.5,19.3,41.2,4.3,10.2,38.1,8.9,18.0,2.4,14.5,4.2,0,82.7,100.0
10.2,7.8,74.0,18.9,43.3,2.9,8.8,45.3,7.4,13.6,2.7,12.7,4.2,0,81.7,100.0
11.6,8.7,72.6,19.4,41.0,3.3,7.2,40.7,11.3,18.2,2.7,18.5,5.2,0,79.8,100.0
12.1,9.2,73.1,21.0,40.8,6.3,10.5,45.5,7.0,17.5,2.3,23.7,5.6,0,71.2,100.0
12.6,9.9,73.2,21.3,43.7,11.6,7.6,40.8,6.9,19.7,4.2,22.1,5.1,0,75.0,100.0
10.4,7.0,73.5,19.5,41.8,4.1,5.7,36.5,13.7,20.9,2.9,14.8,5.0,0,81.2,100.0
10.2,7.7,74.0,19.0,37.3,4.0,10.5,42.7,10.6,16.8,3.0,13.1,4.5,0,82.6,100.0
10.5,7.1,73.5,17.8,41.9,2.2,5.8,30.6,11.7,14.0,3.9,11.2,5.4,0,81.9,100.0
14.2,11.5,72.1,23.5,45.0,10.8,14.4,35.8,10.0,18.2,4.7,33.6,9.6,0,75.2,100.0
10.7,8.1,73.7,19.3,41.5,5.7,9.3,40.5,6.9,18.2,1.9,16.9,8.1,0,73.7,100.0
12.2,10.0,73.2,21.2,38.6,9.8,12.3,42.9,7.0,16.1,2.8,21.8,9.6,0,76.7,100.0
10.7,7.6,75.3,19.3,37.6,3.1,8.4,38.0,9.2,17.8,1.8,16.4,6.7,0,81.8,100.0
11.1,8.7,73.5,19.9,40.3,5.9,9.8,41.8,6.8,17.2,3.1,17.4,4.4,0,76.4,100.0
11.7,8.6,74.4,19.6,38.9,4.4,6.9,39.0,7.4,24.2,3.0,20.4,6.3,1,82.7,100.0
11.3,8.3,73.1,19.5,41.1,4.5,7.8,39.9,9.8,18.4,3.9,20.0,5.9,0,81.5,100.0
13.5,11.9,71.4,22.9,42.7,11.6,17.1,44.1,5.6,17.4,2.9,28.3,9.4,0,78.8,100.0
11.0,6.8,72.0,17.5,37.3,2.7,6.0,26.3,8.1,16.2,3.5,13.7,9.2,0,88.0,100.0
9.7,6.7,74.3,17.8,37.1,2.7,7.6,31.8,9.7,15.1,2.9,12.6,4.4,0,86.9,100.0
12.0,8.8,75.5,21.3,37.5,6.4,10.6,39.6,8.7,18.1,2.9,20.5,8.9,0,82.9,100.0
9.4,6.1,76.2,16.7,34.4,2.9,5.5,27.4,8.9,14.5,2.9,11.9,7.4,0,89.1,100.0
13.7,10.9,73.7,22.7,40.2,14.3,15.3,29.5,8.1,18.7,4.4,29.5,8.5,1,70.9,100.0
13.9,11.2,74.0,23.1,42.1,12.6,11.4,39.0,5.2,16.9,3.8,34.5,13.6,0,70.0,100.0
10.7,8.6,72.7,19.5,40.5,6.1,13.1,33.8,9.3,17.2,1.7,16.1,3.8,0,75.0,100.0
11.7,8.9,71.6,20.5,46.7,6.7,10.8,39.5,7.5,16.4,2.7,22.2,5.7,0,81.2,100.0
12.7,10.4,73.6,21.4,41.9,9.3,14.3,42.6,4.9,18.8,2.0,26.1,5.2,0,69.2,100.0
14.3,12.4,71.0,22.6,40.7,12.1,15.0,40.9,5.1,17.8,3.2,30.0,13.7,0,68.6,100.0
13.5,10.2,73.7,22.9,44.4,5.5,10.9,45.8,8.9,17.9,3.2,34.6,9.0,1,78.1,100.0
13.1,10.5,72.9,22.4,41.6,9.6,13.5,35.6,12.0,19.3,4.3,31.2,7.7,0,76.3,100.0
13.7,11.1,73.1,23.2,43.1,12.4,10.4,43.8,8.3,18.4,3.3,27.0,7.8,0,77.0,100.0
11.7,9.2,73.4,20.7,41.0,7.3,10.4,44.0,7.3,18.3,3.3,18.9,5.7,0,77.6,100.0
10.5,8.0,73.5,19.6,38.6,2.8,10.8,41.7,7.2,21.9,3.6,16.8,2.2,0,78.4,100.0
11.0,8.1,73.1,19.8,41.4,5.4,7.1,43.7,7.2,18.4,3.1,18.0,6.4,0,75.6,100.0
10.3,8.0,73.5,17.9,38.5,3.4,7.4,44.8,10.5,26.1,1.4,10.1,2.6,1,79.4,100.0
10.0,6.7,73.1,18.6,40.5,4.1,6.3,27.1,9.7,13.8,3.8,16.0,4.5,0,85.4,100.0
13.6,11.5,73.3,23.0,46.1,13.6,14.3,37.7,5.2,17.5,4.3,29.0,9.6,0,74.8,100.0
11.4,8.7,73.5,19.8,40.4,5.7,9.1,44.2,10.4,16.4,3.1,19.8,6.6,0,80.2,100.0
9.7,6.7,74.7,18.2,37.3,3.6,4.6,35.6,9.7,21.7,1.9,11.7,5.1,0,84.8,100.0
12.2,11.0,71.9,20.5,39.9,12.2,14.1,35.6,8.3,16.6,2.7,22.4,8.2,0,75.8,100.0
11.1,8.0,74.8,19.4,37.4,6.4,7.5,30.9,12.0,18.3,2.0,16.3,10.2,0,80.1,100.0
10.6,6.9,73.6,19.1,33.9,2.2,5.4,32.2,10.7,19.8,2.2,15.1,7.0,0,87.4,100.0
15.3,12.4,74.2,22.5,44.4,9.9,12.1,41.5,9.8,15.7,2.7,30.0,8.2,0,66.9,100.0
9.9,6.9,73.5,18.5,38.9,4.3,5.7,38.9,9.5,19.4,3.3,10.8,6.2,0,80.1,100.0
9.9,7.4,73.4,18.6,38.2,3.0,7.7,39.7,10.2,14.3,2.9,13.1,4.0,0,87.6,100.0
12.4,10.4,71.4,21.4,43.8,11.7,11.7,43.2,6.5,19.3,2.4,26.4,5.5,0,70.3,100.0
9.9,7.2,73.4,18.4,38.8,5.0,6.9,34.8,11.4,18.8,3.0,12.0,5.1,0,80.4,100.0
11.3,8.9,73.3,20.2,39.9,10.0,8.4,43.0,8.5,18.7,1.8,21.2,4.8,0,80.1,100.0
12.0,9.7,72.4,20.9,40.3,9.0,10.2,41.3,6.5,18.4,2.5,24.3,7.0,0,75.9,100.0
11.2,8.3,74.7,19.6,41.7,5.7,8.9,41.5,7.1,16.4,3.7,17.8,6.9,0,84.5,100.0
12.4,10.2,72.4,20.2,42.9,11.0,12.0,39.8,5.2,17.3,1.5,22.3,8.3,1,74.3,100.0
11.2,8.7,73.2,19.6,41.1,5.7,11.0,42.8,9.9,20.6,3.0,15.1,5.1,0,78.8,100.0
9.5,6.4,73.2,17.9,36.4,2.3,5.6,36.4,11.9,16.0,2.4,8.1,4.2,0,87.1,100.0
11.7,9.5,73.2,20.9,41.5,5.8,13.1,46.3,8.4,17.0,2.1,19.3,8.4,1,71.1,100.0
11.0,8.7,72.5,19.7,40.3,8.9,9.7,39.3,8.6,17.7,2.6,15.5,3.8,0,76.6,100.0
8.0,5.0,75.3,14.8,31.3,2.2,3.8,19.8,8.7,13.2,2.5,4.2,1.4,0,93.7,100.0
10.4,8.2,73.2,19.2,38.3,7.3,9.8,41.4,9.2,18.8,2.3,15.4,2.8,0,70.5,100.0
12.7,11.3,71.7,22.1,44.4,18.1,13.4,41.4,3.3,22.5,5.7,27.7,9.1,0,66.7,100.0
10.6,8.3,72.6,19.4,38.4,5.5,11.1,43.0,8.0,15.9,3.0,18.8,4.6,0,75.0,100.0
12.4,9.4,73.9,21.4,42.0,9.6,12.6,32.6,9.5,16.6,5.2,21.5,8.0,0,80.9,100.0
12.2,9.3,74.3,21.1,43.4,9.4,11.7,39.5,7.3,18.8,3.6,25.6,8.1,0,78.1,100.0
11.2,8.9,73.4,20.1,39.5,8.2,9.8,43.3,6.7,15.5,3.8,18.6,8.8,0,72.1,100.0
12.0,8.7,73.5,20.4,39.2,7.8,8.8,34.3,9.6,18.7,3.1,23.0,6.6,0,77.9,100.0
11.2,8.7,72.4,20.2,41.5,5.8,9.5,40.2,12.7,17.1,4.6,22.9,4.0,0,61.4,100.0
11.8,9.4,72.9,21.4,43.6,9.7,9.8,43.5,4.2,18.1,3.6,21.2,8.4,0,72.0,100.0
11.4,7.9,74.6,20.5,41.1,5.6,7.5,34.5,8.2,13.8,2.2,25.4,11.0,0,87.1,100.0
11.4,9.1,73.4,20.4,40.6,8.0,10.2,37.5,8.8,19.7,3.6,23.0,4.1,1,75.4,100.0
9.3,6.0,74.7,16.9,39.9,2.1,4.3,30.2,9.3,12.4,2.2,10.2,3.6,0,89.2,100.0
9.9,7.5,73.0,17.4,36.3,4.6,8.3,28.8,9.6,16.0,2.4,9.4,3.1,0,88.8,100.0
10.4,7.5,74.6,18.7,39.0,2.8,7.8,44.5,10.4,16.5,2.4,12.5,2.7,0,80.7,100.0
8.9,6.2,73.4,17.2,35.9,2.4,5.4,38.3,8.8,14.1,3.9,6.6,2.4,0,88.8,100.0
10.4,7.5,73.5,19.0,39.8,4.2,8.7,36.6,7.9,17.4,3.8,14.8,5.2,0,84.2,100.0
11.8,9.7,73.6,20.2,41.0,11.9,8.9,39.7,6.8,16.3,1.9,21.5,9.1,0,65.3,100.0
10.8,7.5,74.6,18.8,41.5,4.4,6.7,32.5,10.5,22.5,2.6,17.4,6.6,0,76.6,100.0
10.2,8.3,72.5,19.1,40.5,3.4,12.8,45.7,8.1,17.7,5.6,14.3,5.5,0,71.8,100.0
11.1,8.2,74.2,19.4,40.0,2.6,6.1,46.4,12.1,16.8,2.1,18.8,5.5,0,80.7,100.0
11.0,7.4,75.0,18.2,39.2,5.4,6.7,27.1,8.6,12.8,3.2,16.7,6.7,0,88.8,100.0
10.3,7.7,74.3,18.6,42.2,6.1,7.2,41.5,7.8,18.3,2.8,13.7,7.7,0,73.2,100.0
12.4,10.3,71.9,21.1,42.9,11.6,11.2,38.9,5.6,20.3,2.9,22.5,6.0,0,75.1,100.0
11.7,9.4,72.3,20.2,40.2,5.5,9.3,47.4,8.7,17.3,2.9,16.7,6.3,0,75.3,100.0
12.0,9.0,72.1,21.1,42.1,6.1,11.4,39.2,5.1,15.6,3.3,21.6,8.4,0,74.4,100.0
15.2,13.4,72.8,24.7,43.2,10.5,23.6,33.5,7.4,19.0,8.8,34.6,21.4,0,64.8,100.0
8.8,6.1,75.1,16.4,36.0,2.7,5.5,26.7,7.9,18.5,1.7,7.3,4.3,0,87.4,100.0
12.5,11.6,77.8,21.1,39.5,8.6,11.1,42.9,7.5,15.3,5.5,23.1,8.2,0,77.9,100.0
12.6,11.9,76.3,19.4,41.4,5.5,14.7,43.3,6.3,14.2,4.2,18.1,8.0,0,74.6,100.0
10.3,8.3,79.2,16.8,36.3,3.9,7.4,29.1,8.8,11.9,3.2,9.8,3.3,0,89.9,100.0
12.8,12.3,76.7,20.8,38.9,8.4,14.9,43.3,5.7,18.8,4.5,16.4,9.6,0,72.4,100.0
14.2,13.2,76.7,21.4,43.1,6.2,17.2,35.7,6.5,16.5,4.1,26.5,9.1,0,74.0,100.0
10.8,9.8,76.2,18.9,39.9,4.1,8.5,39.0,9.1,15.6,4.7,14.1,6.4,0,85.6,100.0
15.7,12.6,78.9,21.6,45.8,3.5,10.0,48.0,7.4,20.4,2.3,29.1,10.5,0,70.9,100.0
11.4,9.4,77.7,18.4,37.6,2.7,6.9,29.5,8.9,14.1,3.3,16.9,5.3,0,72.2,100.0
14.0,10.7,78.7,19.6,41.5,3.4,10.0,32.1,7.4,17.2,4.8,23.0,10.0,0,76.2,100.0
10.8,9.5,77.1,19.2,39.6,3.3,8.5,34.4,8.2,14.8,3.3,16.4,5.6,0,81.3,100.0
13.1,13.3,76.3,21.2,41.1,7.1,16.0,47.3,3.0,18.2,5.1,25.5,9.1,0,68.5,100.0
10.4,9.8,76.0,19.3,36.2,2.8,11.1,36.8,10.6,15.9,0.4,8.3,1.2,0,81.0,100.0
13.7,13.2,77.4,20.3,43.9,7.6,19.6,37.9,5.4,16.4,4.1,29.2,9.1,1,69.7,100.0
17.3,15.3,78.5,20.9,44.1,5.6,16.5,46.0,4.0,19.1,2.2,33.6,10.3,0,50.3,100.0
16.1,14.0,79.0,22.0,45.3,8.2,10.7,43.1,5.5,17.6,5.0,30.9,11.9,0,67.7,100.0
13.4,11.6,78.0,20.1,43.7,5.6,11.9,41.7,6.8,17.7,4.6,21.1,10.2,0,74.5,100.0
12.0,8.5,78.3,18.0,36.8,3.0,6.6,25.8,5.5,14.4,4.7,17.7,8.0,0,87.3,100.0
21.6,20.3,79.6,23.7,50.5,5.9,28.5,35.7,2.8,15.8,2.0,47.3,14.5,0,53.2,100.0
12.4,10.7,78.8,18.2,41.9,3.8,15.0,40.4,6.4,18.3,2.7,13.9,8.7,0,72.3,100.0
14.6,14.8,77.1,21.9,41.6,10.9,14.2,39.5,7.1,15.2,7.3,27.0,10.6,0,73.7,100.0
14.1,13.1,77.7,21.6,44.1,8.5,14.7,40.9,4.9,18.0,4.3,27.1,4.5,0,60.1,100.0
11.9,12.2,76.0,19.5,38.8,5.5,13.3,41.7,7.6,14.6,1.9,16.2,7.8,0,73.9,100.0
13.2,11.6,78.1,20.2,43.3,6.2,10.3,43.5,8.2,15.2,4.5,22.5,10.3,0,83.8,100.0
13.5,11.8,79.2,19.3,41.1,7.9,12.3,39.7,8.2,15.9,4.4,18.9,8.5,0,81.1,100.0
12.5,11.3,77.6,19.8,44.1,5.8,10.9,44.3,8.1,20.3,2.0,21.0,10.7,0,77.2,100.0
11.5,10.4,79.5,17.8,36.2,5.4,7.8,29.2,6.5,17.3,3.8,15.9,7.2,0,83.8,100.0
11.2,10.4,77.3,19.7,41.0,5.6,11.5,43.2,5.9,16.1,3.0,16.9,6.1,0,74.9,100.0
10.8,10.9,76.5,19.1,38.5,5.8,13.1,39.5,7.4,16.8,3.3,17.0,4.7,0,82.6,100.0
11.1,8.5,78.7,17.8,39.1,3.7,7.0,29.7,5.8,13.4,3.4,16.8,7.0,0,87.8,100.0
11.3,10.6,76.3,20.2,38.7,7.5,11.6,41.4,6.3,15.6,3.6,15.7,7.5,0,81.1,100.0
13.3,9.7,79.2,19.3,43.7,3.6,7.6,27.2,5.5,13.6,2.1,28.4,8.9,0,86.1,100.0
9.9,8.8,76.0,18.6,37.0,4.3,8.3,37.1,7.2,13.2,2.7,10.7,4.0,0,87.3,100.0
17.4,14.9,80.1,22.0,45.8,8.4,16.1,32.6,5.1,14.4,4.5,35.0,12.7,0,62.0,100.0
15.7,13.2,79.6,21.7,42.1,6.0,13.9,41.1,7.6,19.0,4.5,30.1,10.7,0,61.7,100.0
14.2,11.1,79.4,20.1,42.4,3.1,10.0,38.0,10.1,16.6,6.7,26.5,9.4,0,68.0,100.0
13.6,9.5,77.8,18.5,34.5,3.5,8.3,22.4,5.0,15.2,5.1,23.8,17.8,0,79.9,100.0
12.4,10.1,78.7,19.3,37.1,3.4,8.4,33.3,6.1,14.9,3.4,24.4,8.9,0,77.8,100.0
12.1,10.8,78.1,18.8,40.1,8.3,6.8,35.4,7.0,13.5,2.8,17.5,6.4,0,86.7,100.0
12.6,11.2,77.9,19.9,40.3,6.4,12.4,37.1,6.6,20.8,3.1,19.4,6.1,0,77.5,100.0
12.8,10.1,77.1,19.9,37.4,4.5,8.4,37.6,6.4,16.0,3.6,18.8,9.5,0,83.0,100.0
13.3,12.1,78.7,20.3,42.4,3.6,15.0,51.2,3.9,18.7,1.8,21.8,6.5,0,77.9,100.0
14.4,13.0,78.4,21.5,43.0,5.1,16.3,39.7,5.4,17.4,3.1,28.6,6.2,0,60.6,100.0
12.8,11.5,76.9,20.6,43.0,3.8,10.1,47.5,6.2,20.6,4.4,21.6,7.7,0,65.7,100.0
12.9,12.1,78.7,20.2,40.6,4.9,13.7,30.8,8.5,11.6,5.2,21.7,7.1,0,81.6,100.0
10.2,8.4,77.3,17.3,37.1,3.2,6.1,32.2,8.1,13.7,4.2,10.2,3.5,0,88.3,100.0
15.1,13.0,79.6,21.0,43.1,8.1,14.5,43.4,5.7,19.5,14.3,25.2,9.6,0,64.7,100.0
12.7,9.8,80.0,18.8,39.2,3.1,10.9,39.1,8.6,17.6,3.0,12.0,8.7,0,80.0,100.0
13.4,10.9,80.1,18.5,44.7,3.1,10.7,38.7,8.4,14.5,6.4,14.9,3.5,0,83.8,100.0
14.0,13.0,78.9,21.2,40.0,8.8,13.0,38.9,7.1,16.1,3.4,25.9,9.0,0,68.1,100.0
12.3,11.0,78.7,19.4,41.1,6.3,10.0,46.5,5.5,15.4,3.8,17.3,7.4,0,79.0,100.0
13.6,12.7,78.8,20.2,39.1,6.4,12.5,46.5,6.9,16.8,4.0,20.5,10.5,0,79.8,100.0
9.5,7.9,80.0,16.6,34.8,2.9,5.8,24.6,7.4,17.1,3.2,11.7,3.9,0,90.1,100.0
12.2,10.9,77.6,20.3,40.5,6.6,11.0,36.0,6.7,14.6,3.4,20.1,6.0,0,83.0,100.0
16.7,14.7,79.3,21.8,45.7,4.3,17.9,43.7,2.5,25.2,7.0,37.1,8.7,0,59.7,100.0
11.9,11.0,77.8,20.5,39.3,8.1,10.7,38.1,6.5,14.6,3.9,17.8,9.0,0,82.2,100.0
12.7,11.5,77.7,20.1,42.1,4.0,9.5,46.3,5.0,20.4,3.4,23.6,6.7,0,61.3,100.0
11.4,10.4,78.0,19.4,38.6,5.4,11.4,41.1,7.5,15.3,3.7,17.5,8.5,0,86.9,100.0
11.8,10.7,77.6,19.0,40.0,3.3,8.7,39.6,7.8,12.3,3.0,17.7,8.0,0,84.3,100.0
14.2,12.4,76.8,21.2,44.6,5.8,12.6,44.8,5.9,18.2,5.3,24.7,10.4,0,69.7,100.0
15.2,12.7,78.7,21.8,43.9,4.5,10.0,43.0,7.7,19.5,2.2,26.6,8.8,0,57.9,100.0
11.5,9.3,79.1,18.1,41.7,3.7,9.1,37.0,7.7,13.9,4.8,14.6,4.4,0,86.6,100.0
12.4,12.6,76.4,20.6,41.0,7.0,12.3,47.9,3.6,18.8,2.4,21.5,3.3,1,56.9,100.0
12.0,10.1,78.5,16.5,39.9,4.9,12.5,35.2,5.0,15.0,4.5,15.0,4.6,0,75.9,100.0
13.0,12.0,78.2,19.8,39.8,5.8,12.4,46.5,5.5,17.8,2.2,18.4,9.3,0,74.9,100.0
7.2,4.0,72.2,15.8,28.9,1.5,2.8,22.2,10.1,30.6,2.7,7.2,5.0,0,91.3,100.0
7.8,4.9,71.9,16.5,31.3,2.2,4.8,29.2,9.1,23.3,3.3,10.1,9.6,0,85.8,100.0
8.8,5.7,76.0,16.6,30.1,7.1,7.0,30.2,9.2,16.8,3.7,11.0,9.9,0,85.4,100.0
7.2,4.1,73.3,15.4,27.6,1.3,2.8,25.4,7.8,24.0,4.8,7.8,4.2,0,86.7,100.0
8.4,6.2,71.8,16.0,30.1,5.4,4.9,24.4,8.2,17.0,3.7,9.9,10.3,0,88.8,100.0
7.7,4.7,71.8,16.5,27.8,1.7,4.7,28.0,10.5,22.4,3.5,10.6,8.4,0,86.6,100.0
