t1_2_3_6_7_s3_r,state,county
90.96,AL,Autauga County
84.78,AL,Baldwin County
64.75,AL,Barbour County
51.339999999999996,AL,Bibb County
76.7,AL,Blount County
61.96,AL,Bullock County
61.129999999999995,AL,Butler County
92.02,AL,Calhoun County
77.66999999999999,AL,Chambers County
76.64,AL,Cherokee County
63.72,AL,Chilton County
54.36,AL,Choctaw County
51.61,AL,Clarke County
40.93,AL,Clay County
26.51,AL,Cleburne County
75.47,AL,Coffee County
80.16,AL,Colbert County
41.08,AL,Conecuh County
70.88,AL,Coosa County
81.6,AL,Covington County
58.45,AL,Crenshaw County
77.51,AL,Cullman County
77.86999999999999,AL,Dale County
69.19,AL,Dallas County
88.79,AL,DeKalb County
91.72,AL,Elmore County
74.53,AL,Escambia County
91.19,AL,Etowah County
42.5,AL,Fayette County
54.059999999999995,AL,Franklin County
70.02000000000001,AL,Geneva County
31.759999999999998,AL,Greene County
42.11,AL,Hale County
51.11,AL,Henry County
87.76,AL,Houston County
87.82,AL,Jackson County
95.41,AL,Jefferson County
90.75999999999999,AL,Lamar County
82.91,AL,Lauderdale County
84.47,AL,Lawrence County
94.56,AL,Lee County
85.48,AL,Limestone County
31.569999999999997,AL,Lowndes County
61.72,AL,Macon County
97.94,AL,Madison County
69.07,AL,Marengo County
99.53,AL,Marion County
89.86,AL,Marshall County
93.41000000000001,AL,Mobile County
79.47999999999999,AL,Monroe County
83.45,AL,Montgomery County
84.83000000000001,AL,Morgan County
30.59,AL,Perry County
47.03,AL,Pickens County
71.77,AL,Pike County
42.120000000000005,AL,Randolph County
85.11,AL,Russell County
91.35,AL,St. Clair County
90.59,AL,Shelby County
40.339999999999996,AL,Sumter County
80.5,AL,Talladega County
86.18,AL,Tallapoosa County
90.83,AL,Tuscaloosa County
74.11999999999999,AL,Walker County
35.38,AL,Washington County
35.23,AL,Wilcox County
50.64999999999999,AL,Winston County
0.0,AK,Aleutians East Borough
0.0,AK,Aleutians West Census Area
98.16,AK,Anchorage Municipality
1.79,AK,Bethel Census Area
0.0,AK,Bristol Bay Borough
97.34,AK,Chugach Census Area
71.44,AK,Copper River Census Area
7.46,AK,Denali Borough
0.0,AK,Dillingham Census Area
80.94,AK,Fairbanks North Star Borough
6.16,AK,Haines Borough
39.22,AK,Hoonah-Angoon Census Area
97.76,AK,Juneau City and Borough
86.95,AK,Kenai Peninsula Borough
98.37,AK,Ketchikan Gateway Borough
71.59,AK,Kodiak Island Borough
0.0,AK,Kusilvak Census Area
0.0,AK,Lake and Peninsula Borough
73.08,AK,Matanuska-Susitna Borough
45.67,AK,Nome Census Area
73.18,AK,North Slope Borough
37.62,AK,Northwest Arctic Borough
92.96,AK,Petersburg Borough
12.23,AK,Prince of Wales-Hyder Census Area
95.47,AK,Sitka City and Borough
6.63,AK,Skagway Municipality
65.05,AK,Southeast Fairbanks Census Area
84.39,AK,Wrangell City and Borough
0.0,AK,Yakutat City and Borough
5.6899999999999995,AK,Yukon-Koyukuk Census Area
48.33,AZ,Apache County
93.24,AZ,Cochise County
84.58,AZ,Coconino County
82.86,AZ,Gila County
90.03,AZ,Graham County
91.13,AZ,Greenlee County
73.77,AZ,La Paz County
99.63,AZ,Maricopa County
88.19,AZ,Mohave County
71.08,AZ,Navajo County
99.46000000000001,AZ,Pima County
95.53,AZ,Pinal County
92.55,AZ,Santa Cruz County
93.08,AZ,Yavapai County
95.02000000000001,AZ,Yuma County
49.08,AR,Arkansas County
68.61,AR,Ashley County
96.58,AR,Baxter County
92.36,AR,Benton County
88.69,AR,Boone County
71.89999999999999,AR,Bradley County
88.19,AR,Calhoun County
96.78,AR,Carroll County
72.99,AR,Chicot County
90.16999999999999,AR,Clark County
87.21,AR,Clay County
65.09,AR,Cleburne County
0.27999999999999997,AR,Cleveland County
60.29,AR,Columbia County
60.529999999999994,AR,Conway County
98.1,AR,Craighead County
98.03,AR,Crawford County
90.34,AR,Crittenden County
75.29,AR,Cross County
65.58,AR,Dallas County
86.71,AR,Desha County
68.26,AR,Drew County
86.24000000000001,AR,Faulkner County
69.91000000000001,AR,Franklin County
96.46000000000001,AR,Fulton County
87.75,AR,Garland County
56.379999999999995,AR,Grant County
99.83999999999999,AR,Greene County
89.13,AR,Hempstead County
76.24,AR,Hot Spring County
94.8,AR,Howard County
72.43,AR,Independence County
78.32000000000001,AR,Izard County
85.56,AR,Jackson County
78.07,AR,Jefferson County
79.86,AR,Johnson County
34.94,AR,Lafayette County
98.41,AR,Lawrence County
60.370000000000005,AR,Lee County
33.28,AR,Lincoln County
55.989999999999995,AR,Little River County
37.68,AR,Logan County
95.97,AR,Lonoke County
84.76,AR,Madison County
64.91,AR,Marion County
96.65,AR,Miller County
91.62,AR,Mississippi County
9.3,AR,Monroe County
42.25,AR,Montgomery County
58.160000000000004,AR,Nevada County
94.98,AR,Newton County
74.41,AR,Ouachita County
47.79,AR,Perry County
76.52,AR,Phillips County
89.89,AR,Pike County
95.42,AR,Poinsett County
49.309999999999995,AR,Polk County
74.0,AR,Pope County
79.25999999999999,AR,Prairie County
96.17999999999999,AR,Pulaski County
95.69,AR,Randolph County
76.08,AR,St. Francis County
93.57,AR,Saline County
39.15,AR,Scott County
46.9,AR,Searcy County
98.38,AR,Sebastian County
73.66,AR,Sevier County
87.7,AR,Sharp County
55.84,AR,Stone County
69.71000000000001,AR,Union County
70.5,AR,Van Buren County
99.87,AR,Washington County
92.19000000000001,AR,White County
64.86,AR,Woodruff County
74.92999999999999,AR,Yell County
99.78,CA,Alameda County
26.11,CA,Alpine County
81.69999999999999,CA,Amador County
95.06,CA,Butte County
87.88,CA,Calaveras County
93.93,CA,Colusa County
99.5,CA,Contra Costa County
88.27000000000001,CA,Del Norte County
90.48,CA,El Dorado County
99.72999999999999,CA,Fresno County
95.36,CA,Glenn County
98.46000000000001,CA,Humboldt County
90.86,CA,Imperial County
86.75,CA,Inyo County
97.43,CA,Kern County
99.95,CA,Kings County
91.97,CA,Lake County
81.42,CA,Lassen County
96.17,CA,Los Angeles County
99.4,CA,Madera County
98.42,CA,Marin County
79.42,CA,Mariposa County
91.29,CA,Mendocino County
99.98,CA,Merced County
76.89,CA,Modoc County
78.5,CA,Mono County
98.00999999999999,CA,Monterey County
92.21000000000001,CA,Napa County
93.30000000000001,CA,Nevada County
97.23,CA,Orange County
97.65,CA,Placer County
80.54,CA,Plumas County
94.11,CA,Riverside County
99.4,CA,Sacramento County
96.72,CA,San Benito County
93.88,CA,San Bernardino County
98.53,CA,San Diego County
100.0,CA,San Francisco County
100.0,CA,San Joaquin County
96.32,CA,San Luis Obispo County
99.36,CA,San Mateo County
96.75,CA,Santa Barbara County
99.75,CA,Santa Clara County
97.91,CA,Santa Cruz County
93.04,CA,Shasta County
20.75,CA,Sierra County
86.08,CA,Siskiyou County
98.6,CA,Solano County
95.24000000000001,CA,Sonoma County
99.92999999999999,CA,Stanislaus County
98.88,CA,Sutter County
88.58,CA,Tehama County
78.39,CA,Trinity County
98.83999999999999,CA,Tulare County
88.19,CA,Tuolumne County
96.16,CA,Ventura County
99.55000000000001,CA,Yolo County
94.47,CA,Yuba County
99.56,CO,Adams County
99.56,CO,Alamosa County
99.81,CO,Arapahoe County
83.89,CO,Archuleta County
91.56,CO,Baca County
97.48,CO,Bent County
98.22,CO,Boulder County
99.72,CO,Broomfield County
96.56,CO,Chaffee County
93.51,CO,Cheyenne County
80.13,CO,Clear Creek County
89.57000000000001,CO,Conejos County
90.36,CO,Costilla County
95.72,CO,Crowley County
76.77000000000001,CO,Custer County
93.36,CO,Delta County
99.94,CO,Denver County
68.28,CO,Dolores County
98.87,CO,Douglas County
95.5,CO,Eagle County
94.65,CO,Elbert County
98.08,CO,El Paso County
95.82000000000001,CO,Fremont County
91.42,CO,Garfield County
76.35,CO,Gilpin County
72.41,CO,Grand County
76.89,CO,Gunnison County
99.87,CO,Hinsdale County
95.95,CO,Huerfano County
69.73,CO,Jackson County
98.09,CO,Jefferson County
98.2,CO,Kiowa County
96.54,CO,Kit Carson County
95.25,CO,Lake County
87.32,CO,La Plata County
95.91,CO,Larimer County
69.34,CO,Las Animas County
89.87,CO,Lincoln County
99.77000000000001,CO,Logan County
96.1,CO,Mesa County
100.0,CO,Mineral County
88.0,CO,Moffat County
84.96000000000001,CO,Montezuma County
93.73,CO,Montrose County
99.96000000000001,CO,Morgan County
99.03999999999999,CO,Otero County
72.36,CO,Ouray County
78.39,CO,Park County
99.83,CO,Phillips County
96.50999999999999,CO,Pitkin County
98.42999999999999,CO,Prowers County
97.25,CO,Pueblo County
63.44,CO,Rio Blanco County
100.0,CO,Rio Grande County
93.8,CO,Routt County
83.24000000000001,CO,Saguache County
76.66,CO,San Juan County
79.16,CO,San Miguel County
99.89,CO,Sedgwick County
94.77,CO,Summit County
82.33,CO,Teller County
96.28,CO,Washington County
99.38,CO,Weld County
96.74000000000001,CO,Yuma County
99.1,CT,Fairfield County
99.44,CT,Hartford County
95.21,CT,Litchfield County
98.67,CT,Middlesex County
98.79,CT,New Haven County
98.78,CT,New London County
97.43,CT,Tolland County
95.8,CT,Windham County
98.42999999999999,DE,Kent County
99.27,DE,New Castle County
98.9,DE,Sussex County
99.74,DC,District of Columbia
90.24,FL,Alachua County
76.11,FL,Baker County
96.93,FL,Bay County
53.09,FL,Bradford County
95.0,FL,Brevard County
98.59,FL,Broward County
53.36,FL,Calhoun County
91.92,FL,Charlotte County
89.08,FL,Citrus County
92.69,FL,Clay County
96.35000000000001,FL,Collier County
71.37,FL,Columbia County
91.9,FL,DeSoto County
25.979999999999997,FL,Dixie County
98.72999999999999,FL,Duval County
98.31,FL,Escambia County
95.67999999999999,FL,Flagler County
91.96,FL,Franklin County
91.09,FL,Gadsden County
28.71,FL,Gilchrist County
73.85000000000001,FL,Glades County
85.74000000000001,FL,Gulf County
51.05,FL,Hamilton County
91.93,FL,Hardee County
74.15,FL,Hendry County
93.14,FL,Hernando County
95.65,FL,Highlands County
96.19,FL,Hillsborough County
26.93,FL,Holmes County
96.84,FL,Indian River County
62.77,FL,Jackson County
42.370000000000005,FL,Jefferson County
47.55,FL,Lafayette County
90.91,FL,Lake County
95.42,FL,Lee County
96.7,FL,Leon County
28.82,FL,Levy County
52.62,FL,Liberty County
43.68,FL,Madison County
97.47,FL,Manatee County
88.14,FL,Marion County
97.19,FL,Martin County
98.61,FL,Miami-Dade County
98.06,FL,Monroe County
91.14999999999999,FL,Nassau County
94.86,FL,Okaloosa County
75.64999999999999,FL,Okeechobee County
96.2,FL,Orange County
95.92,FL,Osceola County
98.64,FL,Palm Beach County
94.05,FL,Pasco County
96.25,FL,Pinellas County
93.35,FL,Polk County
70.82000000000001,FL,Putnam County
96.84,FL,St. Johns County
94.78999999999999,FL,St. Lucie County
92.24,FL,Santa Rosa County
99.03,FL,Sarasota County
96.75,FL,Seminole County
91.45,FL,Sumter County
51.459999999999994,FL,Suwannee County
66.19,FL,Taylor County
57.85,FL,Union County
93.35,FL,Volusia County
74.98,FL,Wakulla County
89.08,FL,Walton County
40.01,FL,Washington County
54.14,GA,Appling County
98.04,GA,Atkinson County
73.15,GA,Bacon County
18.459999999999997,GA,Baker County
87.6,GA,Baldwin County
45.1,GA,Banks County
96.78999999999999,GA,Barrow County
92.11,GA,Bartow County
83.09,GA,Ben Hill County
60.709999999999994,GA,Berrien County
98.92,GA,Bibb County
70.12,GA,Bleckley County
89.79,GA,Brantley County
62.11,GA,Brooks County
95.61,GA,Bryan County
97.39,GA,Bulloch County
55.52,GA,Burke County
61.839999999999996,GA,Butts County
31.56,GA,Calhoun County
93.63,GA,Camden County
99.7,GA,Candler County
84.14,GA,Carroll County
97.49,GA,Catoosa County
67.73,GA,Charlton County
97.2,GA,Chatham County
43.45,GA,Chattahoochee County
80.60000000000001,GA,Chattooga County
97.65,GA,Cherokee County
91.85,GA,Clarke County
32.04,GA,Clay County
99.53,GA,Clayton County
61.71,GA,Clinch County
99.33,GA,Cobb County
80.7,GA,Coffee County
76.01,GA,Colquitt County
97.7,GA,Columbia County
72.55,GA,Cook County
93.93,GA,Coweta County
89.05999999999999,GA,Crawford County
79.45,GA,Crisp County
91.56,GA,Dade County
77.51,GA,Dawson County
81.91000000000001,GA,Decatur County
99.29,GA,DeKalb County
62.72,GA,Dodge County
69.63000000000001,GA,Dooly County
96.53,GA,Dougherty County
98.53,GA,Douglas County
41.81,GA,Early County
0.59,GA,Echols County
91.79,GA,Effingham County
93.81,GA,Elbert County
98.76,GA,Emanuel County
80.19,GA,Evans County
85.56,GA,Fannin County
98.08,GA,Fayette County
89.31,GA,Floyd County
98.82,GA,Forsyth County
59.45,GA,Franklin County
99.37,GA,Fulton County
81.8,GA,Gilmer County
10.73,GA,Glascock County
98.18,GA,Glynn County
87.27000000000001,GA,Gordon County
79.80000000000001,GA,Grady County
73.72,GA,Greene County
98.74000000000001,GA,Gwinnett County
90.68,GA,Habersham County
94.32000000000001,GA,Hall County
21.8,GA,Hancock County
82.52000000000001,GA,Haralson County
85.39,GA,Harris County
79.73,GA,Hart County
39.019999999999996,GA,Heard County
98.15,GA,Henry County
98.32,GA,Houston County
55.45,GA,Irwin County
79.64,GA,Jackson County
38.82,GA,Jasper County
54.16,GA,Jeff Davis County
70.17999999999999,GA,Jefferson County
49.769999999999996,GA,Jenkins County
63.129999999999995,GA,Johnson County
86.11,GA,Jones County
70.83,GA,Lamar County
66.75999999999999,GA,Lanier County
77.10000000000001,GA,Laurens County
83.58,GA,Lee County
92.95,GA,Liberty County
99.45,GA,Lincoln County
81.58,GA,Long County
78.59,GA,Lowndes County
65.05,GA,Lumpkin County
67.29,GA,McDuffie County
95.13000000000001,GA,McIntosh County
65.09,GA,Macon County
65.75,GA,Madison County
49.44,GA,Marion County
40.410000000000004,GA,Meriwether County
99.94,GA,Miller County
60.919999999999995,GA,Mitchell County
90.46,GA,Monroe County
67.12,GA,Montgomery County
43.6,GA,Morgan County
89.71000000000001,GA,Murray County
96.66,GA,Muscogee County
93.75,GA,Newton County
84.59,GA,Oconee County
40.14,GA,Oglethorpe County
97.04,GA,Paulding County
86.83,GA,Peach County
88.8,GA,Pickens County
67.7,GA,Pierce County
27.96,GA,Pike County
82.39,GA,Polk County
78.29,GA,Pulaski County
80.53,GA,Putnam County
38.06,GA,Quitman County
73.06,GA,Rabun County
84.31,GA,Randolph County
98.91,GA,Richmond County
99.05000000000001,GA,Rockdale County
49.88,GA,Schley County
88.81,GA,Screven County
99.86,GA,Seminole County
92.2,GA,Spalding County
79.29,GA,Stephens County
3.65,GA,Stewart County
72.87,GA,Sumter County
56.15,GA,Talbot County
97.92,GA,Taliaferro County
69.53,GA,Tattnall County
78.03,GA,Taylor County
62.519999999999996,GA,Telfair County
63.93,GA,Terrell County
78.49000000000001,GA,Thomas County
91.60000000000001,GA,Tift County
74.63,GA,Toombs County
90.33,GA,Towns County
99.57000000000001,GA,Treutlen County
88.98,GA,Troup County
69.74000000000001,GA,Turner County
49.730000000000004,GA,Twiggs County
76.55,GA,Union County
85.02,GA,Upson County
91.03,GA,Walker County
87.33999999999999,GA,Walton County
86.66,GA,Ware County
42.559999999999995,GA,Warren County
71.67,GA,Washington County
74.5,GA,Wayne County
34.72,GA,Webster County
64.45,GA,Wheeler County
90.79,GA,White County
95.27,GA,Whitfield County
48.78,GA,Wilcox County
99.64,GA,Wilkes County
64.72,GA,Wilkinson County
62.239999999999995,GA,Worth County
85.19,HI,Hawaii County
97.23,HI,Honolulu County
55.32,HI,Kalawao County
95.58,HI,Kauai County
92.15,HI,Maui County
99.75,ID,Ada County
54.99000000000001,ID,Adams County
98.66,ID,Bannock County
79.46,ID,Bear Lake County
79.92,ID,Benewah County
97.23,ID,Bingham County
95.11,ID,Blaine County
65.25,ID,Boise County
88.87,ID,Bonner County
98.79,ID,Bonneville County
91.77,ID,Boundary County
74.44,ID,Butte County
74.81,ID,Camas County
99.81,ID,Canyon County
80.31,ID,Caribou County
94.84,ID,Cassia County
42.480000000000004,ID,Clark County
88.9,ID,Clearwater County
71.97,ID,Custer County
88.49000000000001,ID,Elmore County
100.0,ID,Franklin County
80.75,ID,Fremont County
97.03,ID,Gem County
96.16,ID,Gooding County
73.63,ID,Idaho County
96.73,ID,Jefferson County
98.21,ID,Jerome County
95.56,ID,Kootenai County
94.48,ID,Latah County
71.05,ID,Lemhi County
82.36,ID,Lewis County
89.38000000000001,ID,Lincoln County
98.72,ID,Madison County
99.42,ID,Minidoka County
95.39999999999999,ID,Nez Perce County
100.0,ID,Oneida County
65.62,ID,Owyhee County
98.99,ID,Payette County
91.53999999999999,ID,Power County
75.79,ID,Shoshone County
91.84,ID,Teton County
99.11,ID,Twin Falls County
78.7,ID,Valley County
81.6,ID,Washington County
96.78999999999999,IL,Adams County
68.47999999999999,IL,Alexander County
90.60000000000001,IL,Bond County
99.49,IL,Boone County
82.35,IL,Brown County
95.27,IL,Bureau County
82.77,IL,Calhoun County
96.06,IL,Carroll County
96.53,IL,Cass County
97.96000000000001,IL,Champaign County
99.51,IL,Christian County
74.94,IL,Clark County
98.07000000000001,IL,Clay County
92.71000000000001,IL,Clinton County
94.15,IL,Coles County
99.79,IL,Cook County
78.09,IL,Crawford County
87.24,IL,Cumberland County
96.58,IL,DeKalb County
96.54,IL,De Witt County
96.39999999999999,IL,Douglas County
99.64,IL,DuPage County
90.42,IL,Edgar County
97.39999999999999,IL,Edwards County
98.64,IL,Effingham County
89.37,IL,Fayette County
94.53,IL,Ford County
85.91,IL,Franklin County
88.07000000000001,IL,Fulton County
81.54,IL,Gallatin County
100.0,IL,Greene County
99.29,IL,Grundy County
55.1,IL,Hamilton County
85.74000000000001,IL,Hancock County
78.03,IL,Hardin County
85.47,IL,Henderson County
99.49,IL,Henry County
87.41,IL,Iroquois County
91.61,IL,Jackson County
65.2,IL,Jasper County
78.72,IL,Jefferson County
93.99,IL,Jersey County
89.25999999999999,IL,Jo Daviess County
93.28999999999999,IL,Johnson County
98.99,IL,Kane County
94.87,IL,Kankakee County
99.45,IL,Kendall County
97.8,IL,Knox County
99.58,IL,Lake County
96.67999999999999,IL,LaSalle County
97.74000000000001,IL,Lawrence County
93.01,IL,Lee County
95.59,IL,Livingston County
99.7,IL,Logan County
96.34,IL,McDonough County
99.00999999999999,IL,McHenry County
98.63,IL,McLean County
99.37,IL,Macon County
88.44,IL,Macoupin County
94.49,IL,Madison County
95.7,IL,Marion County
94.28999999999999,IL,Marshall County
75.81,IL,Mason County
74.56,IL,Massac County
82.17,IL,Menard County
94.32000000000001,IL,Mercer County
89.03,IL,Monroe County
93.60000000000001,IL,Montgomery County
99.88,IL,Morgan County
99.65,IL,Moultrie County
94.23,IL,Ogle County
98.5,IL,Peoria County
72.56,IL,Perry County
95.44,IL,Piatt County
97.66,IL,Pike County
56.2,IL,Pope County
89.1,IL,Pulaski County
79.61,IL,Putnam County
72.83,IL,Randolph County
98.19,IL,Richland County
98.47,IL,Rock Island County
95.21,IL,St. Clair County
93.78,IL,Saline County
98.16,IL,Sangamon County
65.99000000000001,IL,Schuyler County
100.0,IL,Scott County
92.94,IL,Shelby County
97.11,IL,Stark County
97.42,IL,Stephenson County
98.14,IL,Tazewell County
76.84,IL,Union County
94.78,IL,Vermilion County
84.21,IL,Wabash County
93.17999999999999,IL,Warren County
66.75,IL,Washington County
93.83,IL,Wayne County
94.48,IL,White County
97.78999999999999,IL,Whiteside County
98.57000000000001,IL,Will County
96.78999999999999,IL,Williamson County
99.55000000000001,IL,Winnebago County
95.34,IL,Woodford County
98.8,IN,Adams County
99.38,IN,Allen County
93.38,IN,Bartholomew County
92.83,IN,Benton County
96.15,IN,Blackford County
98.67,IN,Boone County
90.16999999999999,IN,Brown County
78.67,IN,Carroll County
84.16,IN,Cass County
89.84,IN,Clark County
81.11,IN,Clay County
91.49000000000001,IN,Clinton County
47.89,IN,Crawford County
90.16,IN,Daviess County
91.06,IN,Dearborn County
89.62,IN,Decatur County
98.35000000000001,IN,DeKalb County
96.76,IN,Delaware County
77.9,IN,Dubois County
98.19,IN,Elkhart County
83.03,IN,Fayette County
95.63000000000001,IN,Floyd County
78.39,IN,Fountain County
47.86,IN,Franklin County
85.89,IN,Fulton County
86.61,IN,Gibson County
93.92,IN,Grant County
78.28,IN,Greene County
98.98,IN,Hamilton County
98.25,IN,Hancock County
79.3,IN,Harrison County
97.54,IN,Hendricks County
94.08999999999999,IN,Henry County
98.1,IN,Howard County
98.95,IN,Huntington County
97.06,IN,Jackson County
83.38,IN,Jasper County
96.95,IN,Jay County
100.0,IN,Jefferson County
82.92,IN,Jennings County
99.18,IN,Johnson County
95.1,IN,Knox County
95.82000000000001,IN,Kosciusko County
82.39,IN,LaGrange County
98.89,IN,Lake County
94.32000000000001,IN,LaPorte County
86.22,IN,Lawrence County
96.27,IN,Madison County
99.4,IN,Marion County
88.94999999999999,IN,Marshall County
64.4,IN,Martin County
91.09,IN,Miami County
95.50999999999999,IN,Monroe County
79.97999999999999,IN,Montgomery County
95.93,IN,Morgan County
85.69,IN,Newton County
90.92,IN,Noble County
100.0,IN,Ohio County
97.67,IN,Orange County
67.58999999999999,IN,Owen County
55.16,IN,Parke County
88.01,IN,Perry County
61.91,IN,Pike County
98.72,IN,Porter County
84.27,IN,Posey County
53.71,IN,Pulaski County
79.59,IN,Putnam County
95.23,IN,Randolph County
86.09,IN,Ripley County
92.06,IN,Rush County
98.31,IN,St. Joseph County
83.45,IN,Scott County
95.85000000000001,IN,Shelby County
86.09,IN,Spencer County
65.23,IN,Starke County
94.67999999999999,IN,Steuben County
81.41000000000001,IN,Sullivan County
99.98,IN,Switzerland County
98.18,IN,Tippecanoe County
95.30999999999999,IN,Tipton County
53.28000000000001,IN,Union County
99.13,IN,Vanderburgh County
77.83,IN,Vermillion County
90.36,IN,Vigo County
94.04,IN,Wabash County
58.36,IN,Warren County
89.81,IN,Warrick County
95.22,IN,Washington County
89.44,IN,Wayne County
99.42,IN,Wells County
93.23,IN,White County
92.9,IN,Whitley County
92.97,IA,Adair County
69.61,IA,Adams County
81.95,IA,Allamakee County
94.28999999999999,IA,Appanoose County
90.78,IA,Audubon County
93.11,IA,Benton County
99.51,IA,Black Hawk County
94.15,IA,Boone County
98.02,IA,Bremer County
97.76,IA,Buchanan County
98.56,IA,Buena Vista County
95.38,IA,Butler County
99.56,IA,Calhoun County
94.69999999999999,IA,Carroll County
96.33,IA,Cass County
94.28,IA,Cedar County
99.02,IA,Cerro Gordo County
98.18,IA,Cherokee County
99.74,IA,Chickasaw County
88.14999999999999,IA,Clarke County
96.19,IA,Clay County
84.02,IA,Clayton County
99.11999999999999,IA,Clinton County
87.64999999999999,IA,Crawford County
99.05000000000001,IA,Dallas County
97.44,IA,Davis County
95.56,IA,Decatur County
98.24000000000001,IA,Delaware County
96.78,IA,Des Moines County
99.63,IA,Dickinson County
99.42,IA,Dubuque County
100.0,IA,Emmet County
93.46,IA,Fayette County
97.34,IA,Floyd County
97.56,IA,Franklin County
97.02,IA,Fremont County
94.28999999999999,IA,Greene County
98.9,IA,Grundy County
90.3,IA,Guthrie County
93.28999999999999,IA,Hamilton County
98.26,IA,Hancock County
96.83,IA,Hardin County
92.91,IA,Harrison County
98.86,IA,Henry County
95.24000000000001,IA,Howard County
96.48,IA,Humboldt County
96.45,IA,Ida County
93.15,IA,Iowa County
97.97,IA,Jackson County
93.08,IA,Jasper County
99.8,IA,Jefferson County
98.77,IA,Johnson County
97.05,IA,Jones County
94.3,IA,Keokuk County
96.56,IA,Kossuth County
92.93,IA,Lee County
98.85000000000001,IA,Linn County
99.19,IA,Louisa County
91.06,IA,Lucas County
97.61999999999999,IA,Lyon County
90.44,IA,Madison County
92.14,IA,Mahaska County
93.15,IA,Marion County
98.44000000000001,IA,Marshall County
95.65,IA,Mills County
96.35000000000001,IA,Mitchell County
86.91,IA,Monona County
88.12,IA,Monroe County
99.85000000000001,IA,Montgomery County
95.45,IA,Muscatine County
96.67,IA,O'Brien County
98.25,IA,Osceola County
97.88,IA,Page County
92.85,IA,Palo Alto County
94.94,IA,Plymouth County
98.48,IA,Pocahontas County
99.53,IA,Polk County
98.65,IA,Pottawattamie County
91.41,IA,Poweshiek County
74.87,IA,Ringgold County
95.28,IA,Sac County
99.37,IA,Scott County
90.60000000000001,IA,Shelby County
98.68,IA,Sioux County
98.57000000000001,IA,Story County
88.84,IA,Tama County
85.83,IA,Taylor County
93.16,IA,Union County
91.19,IA,Van Buren County
98.27,IA,Wapello County
94.41000000000001,IA,Warren County
94.42,IA,Washington County
92.77,IA,Wayne County
98.11,IA,Webster County
99.83,IA,Winnebago County
92.56,IA,Winneshiek County
98.6,IA,Woodbury County
99.76,IA,Worth County
90.14999999999999,IA,Wright County
99.28,KS,Allen County
99.25,KS,Anderson County
99.67,KS,Atchison County
88.9,KS,Barber County
99.68,KS,Barton County
91.46,KS,Bourbon County
98.25,KS,Brown County
98.85000000000001,KS,Butler County
85.34,KS,Chase County
56.269999999999996,KS,Chautauqua County
95.75,KS,Cherokee County
86.91,KS,Cheyenne County
97.11999999999999,KS,Clark County
94.83,KS,Clay County
97.38,KS,Cloud County
99.28,KS,Coffey County
88.0,KS,Comanche County
96.28999999999999,KS,Cowley County
98.56,KS,Crawford County
93.58999999999999,KS,Decatur County
97.34,KS,Dickinson County
93.30000000000001,KS,Doniphan County
99.13,KS,Douglas County
96.13000000000001,KS,Edwards County
62.470000000000006,KS,Elk County
99.77000000000001,KS,Ellis County
91.17,KS,Ellsworth County
98.79,KS,Finney County
99.76,KS,Ford County
98.76,KS,Franklin County
94.97,KS,Geary County
74.96000000000001,KS,Gove County
99.78,KS,Graham County
96.04,KS,Grant County
99.41,KS,Gray County
66.47,KS,Greeley County
86.27,KS,Greenwood County
95.85000000000001,KS,Hamilton County
96.28999999999999,KS,Harper County
99.85000000000001,KS,Harvey County
95.98,KS,Haskell County
93.03,KS,Hodgeman County
91.01,KS,Jackson County
94.49,KS,Jefferson County
93.71000000000001,KS,Jewell County
98.63,KS,Johnson County
92.46,KS,Kearny County
98.22999999999999,KS,Kingman County
92.67999999999999,KS,Kiowa County
99.68,KS,Labette County
88.03999999999999,KS,Lane County
98.61,KS,Leavenworth County
89.39,KS,Lincoln County
92.19000000000001,KS,Linn County
84.89,KS,Logan County
99.49,KS,Lyon County
99.76,KS,McPherson County
97.58,KS,Marion County
94.28,KS,Marshall County
98.15,KS,Meade County
98.44000000000001,KS,Miami County
96.19,KS,Mitchell County
98.65,KS,Montgomery County
98.81,KS,Morris County
92.78,KS,Morton County
98.53,KS,Nemaha County
99.67,KS,Neosho County
93.53,KS,Ness County
94.75,KS,Norton County
98.13,KS,Osage County
99.36,KS,Osborne County
92.75999999999999,KS,Ottawa County
95.5,KS,Pawnee County
91.55,KS,Phillips County
98.50999999999999,KS,Pottawatomie County
95.77,KS,Pratt County
85.8,KS,Rawlins County
99.16,KS,Reno County
87.64,KS,Republic County
98.95,KS,Rice County
99.22999999999999,KS,Riley County
96.49,KS,Rooks County
84.39,KS,Rush County
99.4,KS,Russell County
99.8,KS,Saline County
81.5,KS,Scott County
99.97,KS,Sedgwick County
98.92,KS,Seward County
99.57000000000001,KS,Shawnee County
89.91,KS,Sheridan County
95.26,KS,Sherman County
91.02,KS,Smith County
92.53,KS,Stafford County
94.51,KS,Stanton County
97.59,KS,Stevens County
95.74000000000001,KS,Sumner County
96.17999999999999,KS,Thomas County
98.98,KS,Trego County
92.33,KS,Wabaunsee County
89.8,KS,Wallace County
77.31,KS,Washington County
64.36,KS,Wichita County
94.47,KS,Wilson County
93.92,KS,Woodson County
98.86,KS,Wyandotte County
51.7,KY,Adair County
82.49,KY,Allen County
68.06,KY,Anderson County
100.0,KY,Ballard County
81.6,KY,Barren County
69.16,KY,Bath County
